id,created_at,store_id,brand_id,category,amount
603297ac,2025-06-14T06:48:00,5,36,Bakery,117.33
c70e7312,2025-05-06T11:26:00,8,36,Frozen,222.4
eace2336,2025-06-27T21:46:00,3,22,Snacks,47.28
e06f6dd0,2025-05-09T23:06:00,3,6,Frozen,207.94
b332faba,2025-06-20T10:48:00,3,49,Snacks,104.51
5b02616f,2025-06-22T09:00:00,10,4,Frozen,105.23
d95d2430,2025-06-07T06:37:00,7,47,Beverages,41.36
8b6c3b97,2025-06-09T12:10:00,6,47,Snacks,139.58
61512e83,2025-05-20T21:41:00,10,42,Dairy,117.55
63989ae8,2025-06-07T15:22:00,5,26,Frozen,37.73
a26882f6,2025-05-11T04:50:00,1,1,Snacks,172.3
90656e91,2025-06-13T07:56:00,1,49,Frozen,211.48
54aa7ddb,2025-05-03T06:15:00,8,3,Snacks,124.42
fe526aea,2025-05-06T20:45:00,9,41,Frozen,189.19
d3a2da46,2025-06-08T06:45:00,7,49,Frozen,60.08
c32c4897,2025-05-04T15:55:00,8,49,Beverages,144.81
1ca88ed3,2025-06-17T04:42:00,4,18,Frozen,71.47
d31578c5,2025-05-15T09:37:00,7,32,Dairy,137.5
8bfa9956,2025-06-07T14:16:00,3,40,Bakery,90.17
98001dea,2025-06-13T13:09:00,5,44,Dairy,203.96
441d2fe9,2025-06-06T06:49:00,6,29,Snacks,109.63
b98a83d5,2025-06-06T07:15:00,6,44,Dairy,27.0
1ca470ca,2025-06-24T18:31:00,9,11,Frozen,30.23
fad35405,2025-06-23T16:05:00,5,32,Bakery,146.46
daefcda5,2025-05-01T15:37:00,1,13,Dairy,86.79
00e75c8c,2025-05-13T09:10:00,3,4,Snacks,112.18
47aef2f8,2025-05-17T16:14:00,7,40,Snacks,19.3
ad8b79c9,2025-05-12T17:04:00,7,43,Dairy,89.6
5b86ab18,2025-06-04T02:56:00,8,15,Snacks,7.48
13e60d4a,2025-05-04T08:06:00,8,49,Dairy,195.01
5e4ce2b0,2025-05-04T21:40:00,7,15,Dairy,26.2
a6df1dea,2025-06-17T04:54:00,6,10,Snacks,71.58
9b9878e8,2025-06-06T17:11:00,8,24,Beverages,35.66
8465222e,2025-06-21T02:55:00,4,31,Frozen,150.42
4c529852,2025-05-03T14:00:00,1,47,Dairy,210.94
88064efc,2025-05-20T10:37:00,7,47,Bakery,152.12
cd4e8a67,2025-05-20T08:16:00,4,9,Bakery,111.45
831e6b10,2025-05-21T02:15:00,5,9,Snacks,135.53
7219fa4b,2025-06-02T15:24:00,7,11,Frozen,61.57
c00f2a25,2025-05-14T01:25:00,4,32,Snacks,50.63
77559af1,2025-06-23T02:26:00,4,7,Beverages,62.1
f002cca6,2025-05-22T05:11:00,8,50,Beverages,6.69
30e3bf2a,2025-06-23T11:54:00,5,10,Snacks,66.49
f6e585ce,2025-05-04T10:20:00,4,48,Bakery,7.73
bd4ecc29,2025-05-19T07:28:00,4,15,Snacks,172.29
e12d5247,2025-06-27T21:11:00,9,33,Snacks,135.68
9e0bbe63,2025-06-03T18:01:00,7,41,Beverages,36.33
fa61946c,2025-06-29T02:29:00,8,36,Beverages,71.0
3619377d,2025-05-21T06:40:00,8,7,Frozen,133.32
ba3fb1f5,2025-06-28T17:51:00,6,49,Beverages,121.99
713a2f33,2025-06-08T15:36:00,10,43,Bakery,137.39
0ac53e61,2025-06-29T17:30:00,7,19,Dairy,211.82
54239c06,2025-06-02T18:52:00,5,20,Snacks,28.49
40b9196d,2025-06-14T21:15:00,9,15,Bakery,157.08
b4b95223,2025-05-15T15:43:00,7,19,Beverages,84.19
895c67d5,2025-05-14T13:46:00,8,13,Frozen,110.03
77b631d0,2025-06-18T12:18:00,6,40,Snacks,69.45
3d2f5144,2025-05-13T10:04:00,9,36,Snacks,160.74
f269340f,2025-06-22T09:54:00,1,15,Frozen,116.92
9dae6fdb,2025-06-25T14:25:00,8,44,Frozen,216.31
c6a88ed7,2025-05-20T13:25:00,2,45,Dairy,10.6
0923580e,2025-05-16T08:24:00,2,39,Frozen,96.66
5062aa13,2025-06-23T06:38:00,7,23,Dairy,195.95
cab729cb,2025-05-04T01:12:00,3,22,Beverages,102.05
1e13ac5c,2025-06-09T20:57:00,9,26,Beverages,103.8
f9a7bfcd,2025-06-11T23:57:00,4,20,Bakery,107.3
e65d9d18,2025-05-09T20:31:00,5,37,Frozen,171.24
1d9bc79b,2025-06-09T08:12:00,4,10,Frozen,147.98
2dc675e5,2025-06-26T08:52:00,2,47,Beverages,61.62
ec45b99f,2025-05-31T19:42:00,3,20,Snacks,214.85
60a731d2,2025-06-05T00:35:00,3,10,Beverages,84.69
ecb7133d,2025-06-21T20:24:00,7,16,Bakery,77.26
f63882d6,2025-06-22T11:12:00,7,15,Frozen,152.91
650fe15c,2025-06-26T07:40:00,6,39,Dairy,6.77
3be8e658,2025-06-20T23:19:00,10,23,Dairy,198.03
897ac611,2025-05-27T08:46:00,7,24,Bakery,195.78
3fac6a05,2025-06-29T18:19:00,6,13,Beverages,120.13
0b0000fc,2025-06-17T01:51:00,8,14,Beverages,18.13
254155fb,2025-05-09T14:52:00,1,43,Snacks,185.39
9a6b23a6,2025-06-12T21:47:00,4,25,Bakery,59.25
e0313d00,2025-05-16T14:26:00,6,48,Bakery,165.92
f4306da8,2025-06-12T07:30:00,4,47,Snacks,46.65
d1412155,2025-05-19T22:44:00,5,33,Bakery,70.64
5277fd59,2025-05-20T19:06:00,10,5,Bakery,168.55
9aec4a4f,2025-05-01T19:06:00,2,38,Beverages,13.18
d89eb10c,2025-05-02T06:40:00,5,36,Frozen,110.54
6d1d49d6,2025-05-03T10:02:00,8,14,Snacks,106.27
33efba5c,2025-05-29T00:32:00,8,50,Frozen,222.21
ba9cf9e0,2025-06-27T11:46:00,4,43,Bakery,130.95
8522e6a7,2025-06-26T05:23:00,6,41,Dairy,27.38
baafd4d9,2025-06-09T12:58:00,1,40,Beverages,151.87
a76a49d8,2025-06-15T10:45:00,2,27,Dairy,229.25
84ec7e0f,2025-06-30T03:05:00,6,41,Frozen,31.32
afa66522,2025-05-27T07:49:00,6,49,Bakery,204.58
ad2362ed,2025-05-26T01:58:00,7,28,Frozen,209.67
06fd3009,2025-05-24T12:55:00,8,14,Snacks,137.19
7bb6f532,2025-06-20T07:31:00,1,48,Dairy,37.04
0443ce3e,2025-06-22T10:51:00,1,43,Dairy,100.3
4f6e4752,2025-06-01T17:09:00,2,36,Snacks,113.41
4f7e37b7,2025-05-28T21:47:00,8,29,Beverages,150.39
1e6ac837,2025-06-19T11:05:00,9,16,Bakery,71.99
2dcf114e,2025-05-25T08:46:00,6,3,Frozen,205.76
80def09f,2025-06-16T13:59:00,6,40,Snacks,128.32
2cddabbc,2025-06-06T07:02:00,3,48,Dairy,19.15
b0e3e262,2025-05-23T03:43:00,1,33,Frozen,163.01
0a2ca45f,2025-06-05T19:49:00,5,26,Frozen,238.31
c724482d,2025-05-16T09:19:00,5,15,Dairy,194.76
0ed44b61,2025-05-22T11:14:00,6,17,Frozen,104.4
592d52ff,2025-05-31T08:50:00,3,8,Snacks,205.96
ed526fdf,2025-06-02T16:58:00,7,3,Snacks,128.58
4c689986,2025-05-07T02:42:00,1,34,Frozen,16.03
ee124a8b,2025-05-31T09:09:00,5,27,Frozen,76.23
b94545eb,2025-06-09T05:09:00,1,20,Frozen,201.58
13bd165e,2025-05-20T14:59:00,8,26,Dairy,113.12
7266a5ad,2025-06-12T03:54:00,7,48,Frozen,35.02
74b62e6c,2025-05-08T18:57:00,7,6,Snacks,48.47
7243b38d,2025-06-01T02:26:00,1,49,Snacks,183.12
3b661a3a,2025-06-07T04:52:00,6,23,Frozen,198.22
44387bc2,2025-06-16T02:11:00,2,41,Frozen,226.22
ec9d7a1c,2025-05-05T09:01:00,1,20,Beverages,81.89
ec982a8a,2025-06-25T03:28:00,4,14,Snacks,96.34
3bae4128,2025-06-19T19:58:00,7,46,Bakery,5.31
f37e35ff,2025-05-21T16:04:00,9,21,Dairy,188.56
41dc5059,2025-05-03T16:36:00,3,38,Dairy,197.42
3e3ef4a9,2025-06-14T04:46:00,4,34,Beverages,30.95
d3fda264,2025-05-04T04:05:00,2,12,Dairy,203.61
7f6e5bdf,2025-06-12T17:19:00,2,35,Beverages,228.25
673f7651,2025-06-21T05:00:00,1,25,Beverages,151.45
5cb43c56,2025-06-25T15:17:00,10,50,Frozen,33.4
c2eb7178,2025-06-06T20:22:00,6,3,Dairy,87.33
3dce35fe,2025-06-22T17:23:00,2,43,Frozen,59.54
7423f9d8,2025-06-22T19:08:00,7,35,Bakery,24.96
d8198fb2,2025-06-09T18:07:00,8,5,Bakery,6.91
60486492,2025-05-02T09:03:00,5,40,Snacks,151.37
6529269d,2025-05-19T21:39:00,3,49,Frozen,227.26
ebfefc23,2025-06-03T14:45:00,1,32,Beverages,152.04
49f9f66a,2025-05-08T22:54:00,3,38,Snacks,55.85
60ae1e7e,2025-05-14T02:55:00,2,49,Snacks,73.46
fcfd7311,2025-06-02T11:10:00,3,9,Beverages,142.82
667549a2,2025-05-25T11:18:00,1,43,Beverages,236.2
c3699611,2025-05-20T17:44:00,8,44,Beverages,234.23
09fba157,2025-06-13T05:19:00,8,24,Frozen,141.14
8d6d3e66,2025-06-05T09:49:00,3,46,Bakery,67.45
d204bf09,2025-05-01T23:05:00,7,26,Beverages,21.73
4546f6ca,2025-05-17T20:05:00,7,48,Snacks,181.6
cf7e14b7,2025-06-29T11:13:00,4,4,Bakery,150.02
a6154d76,2025-06-04T01:35:00,2,28,Dairy,125.14
cfe54dcd,2025-05-09T19:49:00,3,8,Beverages,140.82
a96afb38,2025-05-05T17:00:00,2,35,Beverages,225.31
c2d0e4b0,2025-05-13T07:50:00,4,44,Frozen,211.72
6e86c3f9,2025-05-21T12:12:00,4,4,Snacks,84.51
707a97e2,2025-06-23T11:08:00,9,50,Bakery,147.3
a1e3f0cd,2025-05-13T16:20:00,1,28,Snacks,59.18
8294f525,2025-05-27T05:28:00,6,39,Bakery,140.97
7c5dbac0,2025-06-16T06:57:00,10,7,Beverages,220.96
c0c37d72,2025-06-05T13:12:00,2,37,Bakery,215.74
6210e1e5,2025-05-05T17:44:00,5,23,Beverages,89.23
be6284b5,2025-05-09T10:32:00,2,10,Beverages,211.42
24726a21,2025-06-08T18:17:00,1,34,Beverages,104.21
8586dc4f,2025-05-26T06:44:00,2,45,Frozen,193.33
7fe48aa1,2025-05-24T09:03:00,5,48,Bakery,210.76
7b400955,2025-06-19T14:05:00,2,45,Frozen,127.39
bbfc2b0a,2025-05-10T15:16:00,5,3,Frozen,210.99
e32c4b97,2025-05-26T04:45:00,7,37,Dairy,69.58
29db2ad1,2025-06-21T20:31:00,6,2,Bakery,7.83
e744d2a2,2025-05-31T14:10:00,9,3,Bakery,207.79
0f0acc40,2025-06-11T21:44:00,5,22,Bakery,110.89
ff3aff52,2025-06-21T01:52:00,4,44,Frozen,161.23
d1c897f2,2025-06-02T01:03:00,10,42,Beverages,124.34
99cf74bf,2025-05-14T05:27:00,10,18,Beverages,79.74
ff97d30b,2025-06-26T15:29:00,1,19,Frozen,92.98
aff5c392,2025-06-29T13:07:00,8,28,Snacks,82.47
97940f71,2025-05-18T16:13:00,9,19,Bakery,104.53
4ef3740b,2025-06-05T21:08:00,10,6,Frozen,202.57
be1bbbe6,2025-05-19T02:31:00,1,7,Bakery,234.85
d8049a3a,2025-05-27T08:06:00,8,9,Frozen,245.2
fd341777,2025-06-06T19:40:00,2,31,Dairy,169.71
fcae1422,2025-06-04T11:54:00,9,21,Frozen,227.13
a29701b6,2025-05-13T14:22:00,7,9,Frozen,202.63
4e7485e6,2025-06-05T15:47:00,2,8,Bakery,99.8
b3776ea8,2025-06-19T11:57:00,7,28,Beverages,193.16
0b2fc2ba,2025-05-29T09:48:00,10,34,Snacks,71.17
a9e629dd,2025-06-06T17:51:00,9,39,Bakery,123.36
7a72a217,2025-05-05T12:25:00,2,26,Dairy,97.73
9ab0a2c7,2025-06-15T15:06:00,8,44,Dairy,15.98
495f5aa3,2025-05-07T01:25:00,6,32,Snacks,55.54
3eb3a666,2025-05-14T18:15:00,6,10,Dairy,48.93
b76fd87d,2025-05-19T19:37:00,6,10,Dairy,207.81
ddda984a,2025-06-05T20:34:00,1,1,Frozen,83.65
070ad2d5,2025-06-17T21:22:00,10,20,Frozen,100.67
d391dfe5,2025-05-07T00:34:00,8,12,Beverages,93.68
a0d74cc4,2025-05-06T11:34:00,6,50,Snacks,7.02
20c4d55d,2025-06-03T02:23:00,4,22,Snacks,193.05
0b8ac370,2025-05-18T11:36:00,2,33,Dairy,96.01
eba0ab5b,2025-06-07T23:45:00,1,22,Frozen,240.37
20982305,2025-06-27T02:26:00,4,19,Snacks,64.34
96f95810,2025-05-12T21:09:00,2,1,Frozen,25.87
891bc9d0,2025-05-14T16:52:00,10,18,Dairy,222.83
199e5669,2025-05-21T22:11:00,2,18,Beverages,73.85
db1dca0d,2025-05-04T03:39:00,9,32,Frozen,59.5
b383800a,2025-05-19T05:59:00,8,31,Frozen,191.7
005f23c2,2025-05-15T02:08:00,5,3,Snacks,28.68
d1a4d2e3,2025-05-11T18:41:00,7,34,Snacks,60.88
ce712937,2025-05-21T02:04:00,8,40,Frozen,217.05
8c1dd6f7,2025-06-17T09:30:00,2,33,Beverages,165.02
4ebd9a85,2025-05-05T05:08:00,10,25,Snacks,216.07
18390e6a,2025-05-16T03:15:00,7,23,Bakery,132.23
686c8b94,2025-06-26T10:52:00,7,14,Dairy,93.6
80a4c0c2,2025-06-13T10:18:00,8,19,Dairy,217.38
82d9dba6,2025-06-08T06:58:00,4,50,Dairy,128.06
c65bdca3,2025-06-18T20:45:00,3,13,Bakery,206.87
e89370c3,2025-05-14T21:42:00,6,20,Dairy,188.22
60f30325,2025-05-13T00:11:00,6,13,Dairy,33.61
e80c215f,2025-06-12T17:51:00,9,44,Frozen,190.52
ad88e29b,2025-06-20T17:13:00,1,22,Beverages,246.3
212278dd,2025-05-24T05:59:00,6,24,Snacks,140.73
41b1bd94,2025-06-18T07:49:00,3,33,Bakery,43.92
d98099a2,2025-05-25T04:20:00,8,26,Bakery,111.61
56a02c48,2025-06-04T19:38:00,1,35,Snacks,137.38
09d16d6f,2025-06-15T09:39:00,5,21,Frozen,114.45
df79c8f0,2025-05-13T02:38:00,1,41,Bakery,81.78
1d97243d,2025-05-07T21:50:00,4,46,Bakery,141.08
1d7170bd,2025-06-25T07:50:00,4,7,Dairy,195.4
f9e218d7,2025-05-13T17:40:00,7,9,Beverages,165.88
4619b2e1,2025-05-04T11:17:00,8,19,Beverages,67.95
48a4b9aa,2025-05-25T07:14:00,4,1,Beverages,8.73
495f9364,2025-06-05T14:55:00,2,18,Dairy,92.09
9b4d71a9,2025-06-24T02:47:00,10,25,Dairy,91.37
861af9f0,2025-06-12T07:51:00,5,18,Snacks,57.32
cde95212,2025-06-24T12:08:00,10,31,Beverages,203.64
cff1cb11,2025-06-03T07:43:00,4,15,Snacks,222.36
5253ae96,2025-06-23T04:24:00,8,11,Frozen,110.87
a7d9eb6f,2025-06-26T08:03:00,8,2,Beverages,11.16
c2b8c686,2025-05-05T11:51:00,4,41,Dairy,60.44
ac5b1c32,2025-05-28T18:41:00,10,39,Bakery,94.25
04ddab84,2025-06-19T17:37:00,6,36,Bakery,158.59
800463ad,2025-06-18T15:17:00,9,33,Beverages,210.28
aebf23da,2025-06-13T16:11:00,9,26,Beverages,237.27
3104241a,2025-05-13T05:48:00,2,24,Frozen,149.74
c5ede314,2025-06-15T18:23:00,10,17,Snacks,116.8
a618ef9a,2025-05-21T07:42:00,9,9,Bakery,226.24
764a474a,2025-06-23T10:23:00,1,14,Snacks,33.79
0b3ca80c,2025-05-16T13:38:00,3,15,Frozen,83.77
62740aa0,2025-06-21T00:14:00,1,29,Beverages,76.01
6c3cbb3b,2025-05-20T03:37:00,2,20,Frozen,58.49
dfac987d,2025-06-06T09:49:00,9,30,Dairy,117.66
0c6a3a17,2025-06-15T12:20:00,5,1,Bakery,9.41
bc78b5c3,2025-06-06T23:41:00,7,27,Dairy,103.54
0aa1e0b9,2025-05-01T16:09:00,8,25,Snacks,44.7
c11e2223,2025-06-20T08:40:00,3,8,Snacks,197.92
a3dfc763,2025-06-29T01:03:00,9,9,Beverages,147.35
bcccc46e,2025-05-20T16:16:00,9,27,Frozen,45.43
0bde421d,2025-06-20T21:43:00,5,49,Bakery,37.75
18339b58,2025-05-25T03:05:00,4,39,Snacks,53.4
1488eb66,2025-05-02T08:14:00,5,47,Dairy,162.74
06583c63,2025-06-09T13:17:00,10,11,Beverages,225.53
a02bc130,2025-06-06T19:45:00,7,3,Dairy,138.05
142abb24,2025-05-22T09:57:00,2,12,Snacks,66.83
f2f1e2bd,2025-05-25T10:04:00,4,22,Frozen,203.79
e95a09e9,2025-05-26T13:22:00,10,36,Beverages,32.55
448be010,2025-06-17T17:49:00,5,28,Dairy,29.03
fcb2beab,2025-05-25T03:00:00,3,8,Beverages,218.86
a5530be9,2025-05-22T17:27:00,8,36,Beverages,121.09
06d34bfc,2025-05-03T01:27:00,5,36,Snacks,198.37
d3db5994,2025-05-24T07:25:00,9,7,Beverages,173.88
f7117f29,2025-06-01T02:28:00,10,23,Dairy,185.84
ba4f34aa,2025-06-20T14:55:00,6,37,Dairy,45.9
9af89606,2025-06-27T00:13:00,4,32,Frozen,189.9
17aa96ca,2025-05-10T20:04:00,4,49,Bakery,52.39
d48fed29,2025-06-06T04:26:00,6,37,Bakery,48.43
3202a37a,2025-06-06T17:15:00,8,28,Frozen,125.63
8dd438a2,2025-06-14T18:18:00,6,37,Snacks,93.42
8804719c,2025-06-21T05:09:00,7,5,Snacks,209.2
acd52b92,2025-05-29T10:08:00,2,32,Dairy,249.61
d24a6259,2025-05-07T23:24:00,10,23,Snacks,194.74
a83f934e,2025-06-20T21:17:00,1,36,Frozen,200.86
93bf8469,2025-05-17T15:22:00,7,32,Snacks,52.04
f202d568,2025-06-25T15:46:00,10,1,Bakery,213.13
f894c347,2025-05-11T19:10:00,6,2,Beverages,28.02
228659da,2025-05-08T19:07:00,4,40,Beverages,86.91
9179c235,2025-06-18T04:23:00,1,20,Dairy,49.94
0d369b79,2025-05-19T10:18:00,7,17,Bakery,156.53
7b64bdb7,2025-05-08T02:56:00,5,38,Frozen,8.13
e89d3c43,2025-05-01T13:32:00,9,26,Beverages,201.06
f9754a0e,2025-06-05T07:53:00,5,30,Frozen,9.54
8f8ec2f0,2025-06-27T13:43:00,10,37,Beverages,88.94
cdd26e41,2025-06-14T03:12:00,4,34,Beverages,98.45
ccd490ec,2025-06-26T03:19:00,10,25,Bakery,168.25
9dc5fdb7,2025-06-05T13:38:00,8,12,Beverages,148.09
dedd489c,2025-06-06T05:35:00,2,3,Snacks,191.61
5b19c0d1,2025-06-12T00:40:00,3,28,Dairy,59.81
51f4583f,2025-05-17T02:54:00,1,24,Frozen,200.62
1b54e674,2025-06-21T23:58:00,10,29,Snacks,224.47
c2b49bbe,2025-06-03T09:08:00,10,31,Beverages,167.82
7428c669,2025-06-29T02:20:00,6,24,Bakery,156.43
35a02bad,2025-05-15T14:52:00,8,30,Beverages,34.04
4a343096,2025-05-31T21:13:00,5,44,Frozen,28.49
cb8131e9,2025-06-12T19:10:00,8,14,Snacks,183.89
51ecd648,2025-06-07T23:45:00,1,38,Bakery,129.45
a29bfb25,2025-06-07T07:34:00,9,36,Frozen,217.53
b7fb1d72,2025-06-20T10:08:00,7,49,Beverages,13.56
70c6924c,2025-06-18T00:08:00,6,44,Frozen,121.2
8d023057,2025-06-01T21:31:00,9,25,Bakery,216.19
b3aa6eb9,2025-06-24T03:24:00,5,14,Snacks,248.25
d448e4e7,2025-06-07T17:14:00,5,18,Bakery,17.51
d9195959,2025-06-05T03:58:00,4,10,Bakery,101.93
5888930c,2025-06-15T04:31:00,7,49,Dairy,150.66
fd66021e,2025-05-25T08:21:00,6,34,Bakery,165.68
e7727113,2025-06-05T13:57:00,7,40,Dairy,205.72
89f31dfd,2025-06-27T22:50:00,5,29,Beverages,90.47
c1a542b6,2025-06-27T12:40:00,4,18,Bakery,227.25
4e7913f2,2025-05-30T10:25:00,1,46,Snacks,67.03
ad16e27a,2025-06-03T12:21:00,4,29,Bakery,46.57
36cf657a,2025-06-29T06:23:00,1,36,Dairy,171.41
04692c94,2025-06-18T01:10:00,10,26,Dairy,220.23
5e6092e2,2025-06-28T17:46:00,10,17,Dairy,219.99
29037366,2025-05-22T21:47:00,8,23,Dairy,140.72
f3de7a35,2025-05-04T07:04:00,8,34,Beverages,96.78
48d5dcb4,2025-06-18T18:22:00,4,13,Frozen,96.11
c58bca48,2025-06-07T00:10:00,10,13,Snacks,181.8
d4a9cbdb,2025-05-12T08:02:00,4,27,Frozen,98.04
9bb40c45,2025-06-18T02:34:00,1,45,Dairy,203.8
fb0faa82,2025-05-03T23:44:00,8,15,Bakery,56.21
845502e3,2025-05-26T08:23:00,2,23,Beverages,181.82
1bf3862e,2025-06-05T11:56:00,4,12,Dairy,210.42
fc2a2ba2,2025-05-29T22:26:00,2,3,Snacks,104.86
cf1fdbad,2025-06-17T08:22:00,4,35,Bakery,159.75
e3b4211e,2025-06-09T15:27:00,4,13,Dairy,231.51
eb9a8295,2025-06-12T20:47:00,5,42,Bakery,70.29
6e41e3c6,2025-06-06T04:54:00,7,48,Beverages,65.67
6aaf081e,2025-05-13T18:10:00,8,13,Frozen,156.74
7c652ee5,2025-05-25T09:42:00,2,22,Frozen,40.93
80dcc7ad,2025-05-06T05:16:00,10,19,Beverages,18.08
2910add0,2025-05-09T09:57:00,1,12,Bakery,111.87
49217829,2025-06-14T06:59:00,9,8,Frozen,85.33
bd10bbdd,2025-06-05T23:46:00,5,34,Dairy,150.02
cd2c38f8,2025-06-12T08:07:00,8,37,Bakery,54.54
c3460641,2025-05-19T04:51:00,4,2,Bakery,26.36
eb32806b,2025-05-24T05:39:00,4,21,Bakery,216.24
66fa0c87,2025-06-04T02:54:00,5,46,Bakery,134.39
a00dbfb9,2025-05-20T11:34:00,6,2,Dairy,168.83
f7980512,2025-06-28T17:00:00,3,27,Beverages,50.5
7ab536b5,2025-06-12T20:55:00,1,47,Bakery,215.88
b9755568,2025-06-13T03:32:00,6,28,Bakery,19.81
a267dc8e,2025-05-09T02:06:00,9,44,Beverages,235.65
09511fe2,2025-06-24T22:05:00,3,16,Bakery,231.0
916425d1,2025-05-21T05:08:00,10,8,Snacks,50.96
88fbcca9,2025-06-12T08:38:00,5,24,Frozen,162.93
aae1d41e,2025-06-17T17:57:00,5,44,Beverages,176.47
5d296cf1,2025-05-20T04:25:00,4,32,Bakery,234.12
31ebe055,2025-06-10T22:04:00,1,22,Frozen,195.73
7db098f9,2025-05-02T09:34:00,8,38,Beverages,190.83
0f339555,2025-06-27T11:49:00,7,42,Dairy,34.18
107d3a64,2025-05-04T01:27:00,7,18,Beverages,126.51
42fb1e86,2025-06-11T18:06:00,9,14,Frozen,171.78
9a759103,2025-05-28T18:23:00,8,34,Dairy,130.51
6602dc50,2025-05-19T04:46:00,1,15,Dairy,131.8
b1e3ddca,2025-06-02T07:21:00,8,14,Bakery,232.78
7eafb343,2025-05-31T05:45:00,5,45,Beverages,217.65
9e752b2c,2025-05-25T05:02:00,10,9,Bakery,50.25
90f36a43,2025-05-06T14:10:00,10,1,Snacks,33.83
36d7f0b4,2025-06-11T10:43:00,9,33,Snacks,199.01
d7f168aa,2025-06-05T19:52:00,5,16,Beverages,109.87
b7f226d5,2025-06-17T14:20:00,6,48,Frozen,128.13
9482f7e8,2025-05-25T15:13:00,5,18,Beverages,139.95
036cb4d0,2025-06-30T07:35:00,10,21,Frozen,57.82
325073b0,2025-05-19T12:41:00,3,41,Beverages,117.99
46d2dbd8,2025-06-04T04:05:00,7,1,Dairy,42.86
e5638d6e,2025-06-26T16:54:00,10,50,Beverages,35.43
059de3ff,2025-06-03T05:56:00,3,14,Beverages,225.24
5e3f8733,2025-06-25T14:07:00,10,43,Frozen,103.54
a55368fc,2025-05-19T03:48:00,4,2,Frozen,206.52
e4a5fa06,2025-05-16T08:44:00,4,23,Bakery,91.39
8ea62375,2025-05-01T15:01:00,4,2,Bakery,151.32
cec5cc06,2025-06-24T07:47:00,2,23,Dairy,202.25
89774b67,2025-05-06T19:20:00,3,44,Bakery,56.08
d8098532,2025-05-16T04:50:00,1,8,Snacks,217.26
884c3026,2025-06-27T11:47:00,10,23,Snacks,27.89
5676dd99,2025-05-31T00:56:00,1,2,Dairy,36.37
7efa96d9,2025-05-08T11:14:00,9,9,Beverages,190.73
775d4872,2025-06-05T07:58:00,9,9,Beverages,78.73
00ec71fa,2025-05-12T15:51:00,1,37,Snacks,227.96
2f59f66c,2025-05-06T10:08:00,6,20,Frozen,75.53
35558bfc,2025-06-11T03:17:00,4,34,Dairy,113.65
b050ae6a,2025-06-14T12:24:00,10,29,Snacks,148.79
8d0d85f2,2025-06-18T03:49:00,3,18,Dairy,161.33
d7a36415,2025-05-31T03:15:00,4,34,Beverages,96.81
61afc52f,2025-05-09T00:54:00,9,11,Bakery,40.61
ac7aec39,2025-05-18T10:14:00,9,9,Bakery,233.29
c926b687,2025-05-13T07:16:00,10,23,Beverages,128.59
eb29b99c,2025-05-18T03:24:00,6,24,Bakery,172.96
4ef02169,2025-06-18T09:08:00,9,43,Beverages,87.45
0bdd63a9,2025-06-01T03:21:00,10,3,Snacks,18.14
94f84203,2025-06-17T01:19:00,2,37,Bakery,183.34
9e94a539,2025-06-26T19:40:00,6,20,Dairy,186.73
99e9e704,2025-06-11T14:38:00,7,7,Dairy,8.65
4e65381f,2025-05-28T02:37:00,9,36,Dairy,148.37
ed79b10f,2025-05-11T19:30:00,6,48,Beverages,130.05
0b4b1e0f,2025-05-13T17:35:00,5,19,Bakery,179.4
8815c6d0,2025-05-05T01:43:00,4,22,Beverages,113.69
a44d7e63,2025-06-07T22:09:00,10,24,Dairy,197.04
252c599c,2025-06-25T01:38:00,4,24,Dairy,129.53
9e09d31a,2025-05-08T09:57:00,1,33,Snacks,167.69
55c71706,2025-06-10T23:41:00,8,50,Dairy,78.51
9a0bea57,2025-06-11T11:27:00,8,32,Dairy,96.17
5975fa71,2025-05-17T17:02:00,6,19,Beverages,35.92
8eaedc33,2025-06-17T03:32:00,8,10,Dairy,185.48
d2f49f1e,2025-05-23T22:27:00,8,39,Bakery,155.85
65bc5b48,2025-05-02T21:11:00,8,4,Dairy,219.17
9133d15c,2025-06-03T11:34:00,10,19,Frozen,208.87
41433e75,2025-06-22T03:24:00,7,30,Dairy,230.9
7819ec22,2025-05-10T22:31:00,7,28,Snacks,53.38
965067b9,2025-06-21T15:17:00,6,27,Bakery,33.77
53863701,2025-05-31T08:39:00,6,38,Snacks,89.16
3e5f34a3,2025-05-04T01:15:00,3,50,Bakery,110.58
8117888c,2025-05-25T07:38:00,10,47,Beverages,97.02
3c376daf,2025-05-12T14:43:00,3,50,Snacks,125.25
c07a1989,2025-06-14T06:25:00,7,24,Snacks,202.29
22e3feab,2025-05-27T02:16:00,6,8,Snacks,72.69
ad5b49ab,2025-06-15T12:28:00,1,4,Dairy,74.31
a1dbf031,2025-06-03T12:20:00,6,36,Snacks,198.62
53f58ede,2025-06-02T11:33:00,6,40,Dairy,222.49
519a4499,2025-06-03T10:08:00,7,12,Beverages,108.87
48253444,2025-06-21T03:30:00,4,14,Dairy,199.61
534b679f,2025-06-30T05:28:00,8,45,Bakery,106.62
e847500a,2025-05-06T05:53:00,9,40,Dairy,190.86
2cd4799c,2025-05-28T18:41:00,10,6,Beverages,128.17
9ce4c1dc,2025-05-05T23:00:00,5,13,Beverages,121.04
a9bb13d4,2025-06-04T01:29:00,6,44,Bakery,141.99
